"loan_id","loan_status","num_borrowers","gender_ratio","borrower_picture","desc_language","sector","activity","loan_amount","funded_amount","basket_amount","paid_amount","currency_exchange_loss_amount","disbursal_currency","posted_date","funded_date","paid_date","planned_expiration_date","delinquent","video","country_code","journal_entries","bulk_entries","partner_id","partner_status","num_lenders","partner_rating","due_diligence_type","partner_start_date","delinquency_rate","default_rate","total_amount_raised","partner_loans_posted","lender_country_code","lender_occupation","lender_loan_count","lender_inviter","lender_invitee_count","lender_member_since","lender_teams_count"
160000,"paid",1,1,0,"es","Retail","Cosmetics Sales",350,350,0,350,0,"PEN",3653.334155,3658.206458,3829.339988,10000,"FALSE","TRUE","PE",0,0,72,"active",11,3.5,"Full",2792.684063,0,0.005931304,4219675,8595,"US","retire",30,"FALSE",1,3329.128194,0
131678,"paid",1,1,0,"en","Retail","General Store",125,125,0,125,0,"PHP",3523.812581,3523.833345,3698.422569,10000,"FALSE","TRUE","PH",1,0,123,"active",5,4,"Full",3248.083449,1.689603515,0.11687322,6078025,14387,"US","other",62,"FALSE",0,2932.821701,0
232488,"paid",19,0.421052632,0,"en","Food","Pub",2375,2375,0,2375,0,"UGX",3916.798704,3917.169954,4032.599977,10000,"FALSE","TRUE","UG",1,0,84,"active",50,3,"Full",2808.638924,93.35345996,0.388753284,8096225,3668,NaN,NaN,NaN,"FALSE",NaN,NaN,0
491927,"in_repayment",1,1,0,"en","Food","Butcher Shop",2775,2775,0,1388.07,0,"MNT",4693.097245,4707.857257,NaN,4723.097245,"FALSE","TRUE","MN",1,0,116,"active",1,5,"Full",3296.277859,0.096938366,0.152454689,7185200,5400,"SG","other",11,"FALSE",0,4006.383924,0
333348,"paid",9,0.555555556,0,"en","Agriculture","Farming",800,800,0,800,0,"KES",4280.201435,4282.001597,4710.41787,10000,"FALSE","TRUE","KE",2,0,202,"pilot",31,NaN,"Full",4280.201412,0,0.758235319,1062150,1546,"TW","other",6580,"FALSE",0,2938.453623,0
520653,"in_repayment",1,0,0,"ru","Food","Cafe",1850,1850,0,308.21,0,"UAH",4773.763912,4777.693264,NaN,4803.763912,"FALSE","TRUE","UA",1,0,26,"active",17,3,"Full",2542.069363,1.201973026,0,4217650,3403,"US","teach",211,"FALSE",2,2739.164398,2
209401,"paid",1,1,0,"en","Retail","Retail",350,350,0,350,0,"PHP",3825.701424,3829.069491,4122.468681,10000,"FALSE","TRUE","PH",2,0,128,"active",13,3,"Full",3335.209225,0.302681246,0,3162925,15572,"CA","teach",5,"FALSE",1,3665.075556,0
37469,"paid",1,0,0,"en","Retail","Office Supplies",1000,1000,0,1000,0,"USD",3012.833414,3016.329456,3333.549375,10000,"FALSE","TRUE","TJ",1,0,100,"active",28,4.5,"Full",2914.746678,1.234488502,0.022184211,8264550,6934,NaN,"other",68,"FALSE",2,2951.399688,0
99084,"paid",1,1,0,"en","Retail","Spare Parts",700,700,0,700,0,"NGN",3378.805625,3378.922963,3667.623183,10000,"FALSE","TRUE","NG",1,0,20,"closed",10,0,"Full",2498.318692,0,0,4976700,8593,"CA","designer",36,"FALSE",0,2644.702488,0
172953,"paid",1,1,0,"en","Agriculture","Farming",300,300,0,300,0,"PHP",3682.159792,3682.230486,3848.40022,10000,"FALSE","TRUE","PH",1,0,125,"active",6,3.5,"Full",3245.674063,0,0.215195216,2180325,9507,"US","other",38,"FALSE",2,3611.790995,0
124077,"paid",1,0,0,"en","Retail","Home Products Sales",3000,3000,0,3000,0,"USD",3500.291725,3503.994919,4213.490081,10000,"FALSE","TRUE","PS",2,0,80,"active",50,4,"Full",3456.805613,0.099205418,0.385642029,3855050,2215,"US","other",42,"FALSE",3,3054.146134,2
40052,"paid",1,1,0,"en","Clothing","Clothing Sales",950,950,0,950,0,"BAM",2991.270926,2992.627731,3399.340729,10000,"FALSE","TRUE","BA",1,0,101,"closed",22,0,"Full",2908.715069,0,0,441325,608,"US","scientist",305,"FALSE",1,2658.145845,0
403842,"paid",1,1,0,"en","Food","Food Production/Sales",650,650,0,650,0,"WST",4462.090336,4463.218993,4822.669063,4492.090336,"FALSE","TRUE","WS",1,0,15,"active",23,2.5,"Full",2404.057199,0,0,3838125,6268,"AU","student",63,"FALSE",0,4042.69691,2
118137,"paid",1,1,0,"en","Services","Electronics Repair",100,100,0,100,0,"PHP",3464.861169,3464.865891,3575.600486,10000,"FALSE","TRUE","PH",1,0,144,"active",4,3,"Full",3463.196238,1.158572983,0.08329179,2079725,4413,"US","consultant",1137,"FALSE",1,2927.736435,10
377103,"paid",1,0,0,"en","Manufacturing","Manufacturing",250,250,0,250,0,"KES",4381.597315,4381.647049,4764.43625,10000,"FALSE","TRUE","KE",0,0,133,"active",8,3,"Full",3436.482766,3.357199335,0.426269715,6195650,14242,"US","other",6,"FALSE",0,3051.055799,0
150118,"paid",1,1,0,"en","Retail","General Store",125,125,0,125,0,"PHP",3597.715451,3597.830868,3757.38147,10000,"FALSE","TRUE","PH",1,0,128,"active",3,3,"Full",3335.209225,0.302681246,0,3162925,15572,"US","other",63,"FALSE",0,2749.307546,2
195048,"paid",3,1,0,"es","Retail","Retail",675,675,0,675,0,"NIO",3765.923646,3769.104097,3910.386539,10000,"FALSE","TRUE","NI",3,0,120,"active",24,2,"Full",3196.86853,0.026463363,0.015359367,1665450,2308,"US","other",69,"FALSE",0,3617.060498,1
131678,"paid",1,1,0,"en","Retail","General Store",125,125,0,125,0,"PHP",3523.812581,3523.833345,3698.422569,10000,"FALSE","TRUE","PH",1,0,123,"active",5,4,"Full",3248.083449,1.689603515,0.11687322,6078025,14387,"US","other",60,"FALSE",0,2803.547014,0
470942,"in_repayment",1,0,0,"en","Education","Higher education costs",500,500,0,238.91,0,"USD",4643.173681,4643.24485,NaN,4673.173681,"TRUE","TRUE","PS",0,0,80,"active",17,4,"Full",3456.805613,0.099205418,0.385642029,3855050,2215,"US","other",8,"FALSE",0,4412.047002,0
99385,"paid",1,0,0,"fr","Retail","Spare Parts",625,625,0,625,0,"XOF",3380.027859,3382.930046,3787.525752,10000,"FALSE","TRUE","TG",1,0,111,"active",19,3.5,"Full",2989.125081,2.217472569,0.052794946,3516900,4704,"US","other",240,"FALSE",1,2713.037674,9
17202,"defaulted",1,1,0,"en","Clothing","Clothing Sales",750,750,0,0,0,"USD",2801.80559,2802.112789,NaN,10000,"TRUE","TRUE","KE",2,0,25,"closed",17,0,"Full",2508.859606,0,51.96255167,697975,1666,NaN,NaN,NaN,"FALSE",NaN,NaN,0
126718,"paid",3,1,0,"es","Arts","Crafts",525,525,0,525,0,"NIO",3503.944525,3505.443449,3667.453044,10000,"FALSE","TRUE","NI",1,0,120,"active",20,2,"Full",3196.86853,0.026463363,0.015359367,1665450,2308,"US","other",5773,"FALSE",20,2707.219676,51
556260,"in_repayment",1,1,0,"es","Retail","General Store",1425,1425,0,0,0,"NIO",4875.902813,4886.658125,NaN,4905.902813,"FALSE","TRUE","NI",0,0,120,"active",50,2,"Full",3196.86853,0.026463363,0.015359367,1665450,2308,"GB","other",29,"FALSE",1,4422.455255,1
353681,"paid",1,0,0,"en","Agriculture","Farming",1275,1275,0,1275,0,"AZN",4329.625046,4339.898785,4610.365556,10000,"FALSE","TRUE","AZ",0,0,56,"active",41,3,"Full",2684.302315,0.681182516,0,4050575,2975,NaN,NaN,NaN,"FALSE",NaN,NaN,0
313337,"paid",1,1,0,"es","Food","Grocery Store",375,375,0,375,0,"PEN",4206.881991,4213.485532,4366.409375,10000,"FALSE","TRUE","PE",1,0,70,"active",14,3.5,"Full",2761.11338,9.33586931,0,4685225,6022,"US","financ",100,"FALSE",2,2707.088345,1
286275,"paid",1,1,0,"en","Personal Use","Vehicle",1000,1000,0,1000,0,"USD",4108.292049,4126.962396,4397.448206,10000,"FALSE","TRUE","KH",1,0,61,"active",34,3,"Full",2705.176007,0.148736625,0.033858439,3374950,4838,"US","other",19,"FALSE",1,2834.052164,0
107794,"paid",1,1,0,"en","Agriculture","Livestock",1125,1125,0,1125,0,"VND",3420.132025,3420.759236,3812.338981,10000,"FALSE","TRUE","VN",0,0,67,"paused",1,4,"Full",2732.133843,0,0,1591425,2206,NaN,"other",91,"FALSE",0,3317.689398,1
90261,"paid",1,1,0,"en","Food","Fruits & Vegetables",200,200,0,200,0,"KES",3338.007106,3338.011076,3757.390891,10000,"FALSE","TRUE","KE",2,0,24,"closed",7,0,"Full",2509.739479,0,0,361650,913,"US","other",51,"FALSE",0,2420.111551,1
432442,"expired",1,1,0,"es","Retail","Retail",575,425,0,0,0,"COP",4538.95838,NaN,NaN,4568.958368,"FALSE","TRUE","CO",0,0,154,"active",11,3,"Full",3640.340451,3.966905306,0.054293908,2330325,3118,"SE","other",338,"FALSE",2,3299.891435,4
526559,"in_repayment",1,1,0,"en","Retail","General Store",500,500,0,250,0,"PHP",4791.611146,4794.675637,NaN,4821.611146,"FALSE","TRUE","PH",0,0,144,"active",12,3,"Full",3463.196238,1.158572983,0.08329179,2079725,4413,"NL","manage",831,"FALSE",12,3304.870127,2
330140,"paid",10,0.7,0,"en","Agriculture","Farming",2575,2575,0,2575,0,"UGX",4257.701435,4257.927674,4822.646308,10000,"FALSE","TRUE","UG",0,0,84,"active",34,3,"Full",2808.638924,93.35345996,0.388753284,8096225,3668,"NL","other",170,"FALSE",0,4222.787917,1
324261,"in_repayment",1,0,0,"es","Retail","Home Products Sales",1200,1200,0,1004.77,0,"USD",4240.888912,4270.61015,NaN,10000,"FALSE","TRUE","SV",0,0,167,"active",36,3.5,"Full",3793.715324,7.024999184,0.872935424,3093300,6044,NaN,"market",9,"FALSE",2,4263.487813,0
455880,"paid",1,0,0,"es","Agriculture","Farming",400,400,0,400,0,"PEN",4602.006956,4615.4689,4794.714815,4632.006956,"FALSE","TRUE","PE",0,0,71,"active",16,3,"Full",2755.90353,4.286953108,0.728993017,10218425,18432,"US","other",285,"FALSE",0,3566.463576,0
110683,"paid",1,1,0,"es","Clothing","Clothing Sales",700,700,0,700,0,"PEN",3434.284803,3434.55456,3575.698519,10000,"FALSE","TRUE","PE",1,0,70,"active",22,3.5,"Full",2761.11338,9.33586931,0,4685225,6022,"JP","other",25,"FALSE",4,3071.615637,0
322648,"paid",1,1,0,"es","Retail","Shoe Sales",750,750,0,750,0,"USD",4229.159745,4253.611343,4579.377813,10000,"FALSE","TRUE","EC",0,0,190,"active",24,3.5,"Full",4203.652801,1.928937675,1.152363763,385625,385,"US","market",490,"FALSE",1,2884.948333,0
264083,"defaulted",2,1,0,"es","Retail","Retail",550,550,0,0,0,"NIO",4027.833449,4031.475243,NaN,10000,"TRUE","TRUE","NI",1,0,96,"active",11,2.5,"Full",3023.257049,2.171123045,0.285780224,3686325,6501,"US","other",3,"FALSE",0,4027.948935,0
247981,"paid",1,1,0,"es","Food","Food Stall",1000,1000,0,1000,0,"USD",3987.333495,3991.637986,4152.457685,10000,"FALSE","TRUE","EC",3,0,137,"active",34,4,"Full",3466.833391,1.754973894,0.036413084,6075750,5231,"US","other",65,"FALSE",0,3375.713403,1
336253,"paid",1,0,0,"ru","Agriculture","Poultry",2000,2000,0,2000,0,"USD",4274.722257,4300.006713,4671.441285,10000,"FALSE","TRUE","TJ",0,0,63,"active",12,4,"Full",2712.891551,0.129366744,0.015180022,4792050,5354,"NL","other",3863,"FALSE",2,2645.542292,2
88612,"paid",1,0,0,"en","Agriculture","Farming",950,950,0,950,0,"MDL",3331.611181,3332.256817,3709.374514,10000,"FALSE","TRUE","MD",0,0,17,"closed",38,0,"Full",2491.014456,0,0,370300,294,"US","account",1384,"FALSE",8,2808.118854,2
237302,"paid",1,1,0,"es","Food","Fish Selling",550,550,0,550,0,"USD",3937.784815,3940.725185,4091.485856,10000,"FALSE","TRUE","EC",2,0,137,"active",19,4,"Full",3466.833391,1.754973894,0.036413084,6075750,5231,"US","other",13,"FALSE",0,3457.634063,1
172953,"paid",1,1,0,"en","Agriculture","Farming",300,300,0,300,0,"PHP",3682.159792,3682.230486,3848.40022,10000,"FALSE","TRUE","PH",1,0,125,"active",6,3.5,"Full",3245.674063,0,0.215195216,2180325,9507,"CA","social",404,"FALSE",5,3112.051829,3
277097,"paid",1,0,0,"es","Agriculture","Farming",275,275,0,275,0,"NIO",4077.701447,4078.080231,4366.377998,10000,"FALSE","TRUE","NI",2,0,98,"active",7,2.5,"Full",2907.322963,2.364710043,0.096129279,4258200,7087,"US","other",5,"FALSE",0,2941.731389,0
434434,"paid",38,0.921052632,0,"fr","Food","Food",5325,5325,0,5325,0,"BIF",4540.486146,4552.694167,4671.478681,4570.486146,"FALSE","TRUE","BI",1,0,162,"active",46,2.5,"Full",3738.597245,1.786432158,0.027466551,1612500,489,"DE","other",2362,"FALSE",1,2628.697604,0
120396,"paid",1,0,0,"ru","Agriculture","Animal Sales",1000,1000,0,1000,0,"USD",3500.701458,3527.425961,3831.395116,10000,"FALSE","TRUE","TJ",0,0,63,"active",33,4,"Full",2712.891551,0.129366744,0.015180022,4792050,5354,"SE","other",77,"FALSE",0,3231.753796,1
11231,"paid",1,1,0,"en","Agriculture","Livestock",50,50,0,50,0,"USD",2711.085579,2711.098727,3030.37941,10000,"FALSE","TRUE","ID",2,0,43,"closed",2,0,"Full",2602.329155,0,0,74925,796,"US","music",162,"FALSE",3,2541.143032,3
365479,"paid",1,0,0,"es","Agriculture","Agriculture",600,600,0,600,0,"USD",4351.722292,4383.233044,4617.339236,10000,"FALSE","TRUE","EC",3,0,159,"active",17,4,"Full",3679.73625,0.213838541,0.104330207,2654025,3350,"US","engineer",6,"FALSE",0,2925.643032,0
2957,"paid",1,0,0,"en","Retail","General Store",2000,2000,0,2000,0,"USD",2551.163218,2578.953368,3017.420903,10000,"FALSE","TRUE","BG",0,0,21,"closed",24,0,"Full",2491.014167,0,0,337600,258,"CA","other",61,"FALSE",0,2555.731169,0
510950,"in_repayment",8,0.875,0,"fr","Food","Grocery Store",3975,3975,0,1490.63,0,"BIF",4739.056076,4739.775197,NaN,4769.056076,"FALSE","TRUE","BI",0,0,162,"active",28,2.5,"Full",3738.597245,1.786432158,0.027466551,1612500,489,"US","other",13,"FALSE",4,4037.22515,0
192590,"paid",1,1,0,"es","Retail","Bookstore",550,550,0,550,0,"USD",3755.590313,3755.78515,3879.465914,10000,"FALSE","TRUE","EC",1,0,137,"active",16,4,"Full",3466.833391,1.754973894,0.036413084,6075750,5231,"NO","engineer",256,"FALSE",2,3606.650961,1
280950,"paid",1,1,0,"es","Food","Food Production/Sales",725,725,0,725,0,"PEN",4087.823565,4092.235694,4277.342801,10000,"FALSE","TRUE","PE",1,0,71,"active",24,3,"Full",2755.90353,4.286953108,0.728993017,10218425,18432,"US","other",5,"FALSE",2,3328.977616,0
482269,"in_repayment",4,1,0,"en","Retail","Phone Accessories",1500,1500,0,875.3,0,"YER",4671.590301,4671.765949,NaN,4701.590301,"FALSE","TRUE","YE",0,0,205,"active",25,3.5,"Full",4323.312558,0,0,739825,899,"US","other",228,"FALSE",0,3341.834132,2
91632,"paid",1,1,0,"en","Agriculture","Farming",600,600,0,600,0,"USD",3343.763958,3343.927743,3698.492211,10000,"FALSE","TRUE","KH",1,0,106,"active",24,4.5,"Full",2966.902847,0.02545345,0.02080259,5103500,8536,"US","retire",24,"FALSE",0,2818.005417,0
428901,"in_repayment",1,1,0,"en","Food","Food Market",700,700,0,588,0,"SLL",4525.118079,4528.092917,NaN,4555.118079,"TRUE","TRUE","SL",0,0,148,"active",25,2,"Full",3560.764155,4.477077347,5.991034641,1667500,2057,"US","teach",98,"FALSE",5,3361.561921,1
367843,"paid",1,1,0,"en","Retail","Phone Use Sales",325,325,0,325,0,"PHP",4358.125046,4377.169433,4671.417662,10000,"FALSE","TRUE","PH",0,0,128,"active",7,3,"Full",3335.209225,0.302681246,0,3162925,15572,"US","other",5,"FALSE",0,3556.10787,0
352173,"paid",15,1,0,"es","Clothing","Clothing Sales",1975,1975,0,1975,0,"PYG",4323.763947,4323.792326,4397.424109,10000,"FALSE","TRUE","PY",0,0,58,"active",3,4.5,"Full",2699.787315,0,0,13784525,8728,NaN,NaN,NaN,"FALSE",NaN,NaN,0
161775,"paid",5,0.2,0,"en","Agriculture","Farming",1700,1700,0,1700,0,"PHP",3636.166875,3641.919988,3848.379306,10000,"FALSE","TRUE","PH",1,0,123,"active",50,4,"Full",3248.083449,1.689603515,0.11687322,6078025,14387,"JP","other",101,"FALSE",0,2976.574896,0
83406,"paid",1,1,0,"en","Food","Food Market",700,700,0,700,0,"NGN",3301.18066,3301.642454,3545.772465,10000,"FALSE","TRUE","NG",0,0,20,"closed",24,0,"Full",2498.318692,0,0,4976700,8593,"US","analyst",117,"FALSE",0,2905.710891,2
198870,"paid",1,1,0,"en","Retail","Fuel/Firewood",200,200,0,200,0,"PHP",3778.319468,3778.627465,3879.446921,10000,"FALSE","TRUE","PH",1,0,144,"active",8,3,"Full",3463.196238,1.158572983,0.08329179,2079725,4413,"US","administrator",31,"FALSE",0,3580.001759,2
69164,"paid",1,1,0,"en","Food","Food Production/Sales",525,525,0,525,0,"GHS",3210.951782,3211.093391,3484.013819,10000,"FALSE","TRUE","GH",0,0,88,"active",13,NaN,"Basic",2867.586863,70.31581049,0,3895025,5623,"US","retire",2877,"FALSE",0,2915.841863,1
165304,"paid",1,1,0,"en","Agriculture","Pigs",125,125,0,125,0,"PHP",3646.784965,3646.797627,3818.356539,10000,"FALSE","TRUE","PH",1,0,124,"closed",5,0,"Full",3240.965532,0,0,745300,1763,"US","retire",102,"FALSE",0,2922.536481,0
81264,"paid",5,1,0,"en","Retail","Retail",1100,1100,0,1100,0,"PKR",3280.687951,3282.175266,3750.31316,10000,"FALSE","TRUE","PK",0,0,60,"active",29,3,"Full",2770.39934,0,0.137556492,6566025,6677,NaN,NaN,NaN,"FALSE",NaN,NaN,0
534877,"in_repayment",1,1,0,"en","Food","Fruits & Vegetables",950,950,0,121.05,0,"MNT",4815.354178,4816.624514,NaN,4845.354178,"FALSE","TRUE","MN",0,0,116,"active",37,5,"Full",3296.277859,0.096938366,0.152454689,7185200,5400,"US","home",88,"FALSE",0,3623.640035,0
443407,"in_repayment",1,1,0,"fr","Clothing","Clothing Sales",300,300,0,275,0,"XOF",4563.007002,4563.228993,NaN,4593.007002,"FALSE","TRUE","SN",1,0,108,"active",9,2.5,"Full",2961.166782,4.35724589,0.31634384,2154775,3581,"GB","other",5881,"FALSE",19,3154.372882,1
363480,"paid",1,1,0,"en","Food","Cafe",900,900,0,900,0,"KES",4347.562546,4374.710903,4732.726042,10000,"FALSE","TRUE","KE",0,0,164,"active",19,3,"Full",3741.86809,0.530775729,0.181056664,2781250,7659,"US","other",2,"FALSE",0,4009.030069,1
103632,"paid",12,0.75,0,"es","Services","Services",1925,1925,0,1925,0,"BOB",3399.909826,3400.010359,3575.720498,10000,"FALSE","TRUE","BO",2,0,73,"closed",4,0,"Full",2798.038241,0,0,2955225,1392,"US","retire",11,"FALSE",0,3290.818275,0
386248,"paid",2,1,0,"en","Agriculture","Farming",400,400,0,400,0,"KHR",4415.583368,4416.5164,4763.677407,4445.583368,"FALSE","TRUE","KH",1,0,204,"active",13,4,"Full",4284.013947,0.011635515,0,1920225,3164,NaN,"other",7,"FALSE",0,3396.530382,0
268513,"paid",1,1,0,"en","Clothing","Clothing Sales",1100,1100,0,1100,0,"SLL",4043.701493,4043.858056,4369.362373,10000,"FALSE","TRUE","SL",0,0,148,"active",37,2,"Full",3560.764155,4.477077347,5.991034641,1667500,2057,"US","act",8,"FALSE",0,2813.71963,0
105434,"paid",1,0,0,"es","Food","Fruits & Vegetables",800,800,0,800,0,"PYG",3407.319525,3407.665417,3726.424769,10000,"FALSE","TRUE","PY",2,0,58,"active",22,4.5,"Full",2699.787315,0,0,13784525,8728,NaN,NaN,NaN,"FALSE",NaN,NaN,0
16834,"paid",1,1,0,"es","Arts","Textiles",800,800,0,800,0,"USD",2795.784769,2795.976817,3161.383681,10000,"FALSE","TRUE","PY",1,0,58,"active",21,4.5,"Full",2699.787315,0,0,13784525,8728,"US","other",174,"FALSE",1,2795.917442,0
363160,"paid",15,0.933333333,0,"en","Food","Grocery Store",5000,5000,0,5000,0,"DOP",4349.701655,4375.004282,4767.437951,10000,"FALSE","TRUE","DO",1,0,44,"active",50,2.5,"Full",2607.220637,0.39865714,0.276167985,5784275,2743,"DE","other",10,"FALSE",0,4200.690579,0
72146,"paid",1,1,0,"en","Agriculture","Cattle",250,250,0,250,0,"KHR",3226.284838,3226.407523,3726.351366,10000,"FALSE","TRUE","KH",0,0,109,"closed",9,0,"Full",2970.673831,0,0,7122575,7834,"NO","other",594,"FALSE",0,2879.555475,6
227120,"defaulted",1,0,0,"es","Retail","Retail",1200,1200,0,0,0,"USD",3891.694502,3894.842037,NaN,10000,"TRUE","TRUE","EC",1,0,147,"active",42,4,"Full",3583.902951,1.500425396,1.126770171,3096100,3303,NaN,NaN,NaN,"FALSE",NaN,NaN,0
36808,"paid",5,1,0,"vi","Agriculture","Farm Supplies",650,650,0,650,0,"VND",2968.944525,2969.172627,3174.100475,10000,"FALSE","TRUE","VN",0,0,85,"active",13,1.5,"Full",2860.218796,0,0,1564350,2054,"AU","teach",1842,"FALSE",13,2718.324653,9
307643,"paid",1,1,0,"en","Agriculture","Farming",550,550,0,550,0,"KES",4185.902813,4186.048241,4400.375174,10000,"FALSE","TRUE","KE",0,0,133,"active",22,3,"Full",3436.482766,3.357199335,0.426269715,6195650,14242,"US","other",86,"FALSE",0,2807.693877,2
487852,"in_repayment",10,1,0,"en","Services","Beauty Salon",2100,2100,0,1267.12,0,"PKR",4690.569468,4713.768299,NaN,4720.569468,"FALSE","TRUE","PK",1,0,247,"pilot",14,3.5,"Full",4598.125023,0,0,279550,241,"NO","teach",752,"FALSE",1,2894.824086,3
229955,"paid",1,0,0,"en","Transportation","Motorcycle Transport",125,125,0,125,0,"PHP",3906.382002,3908.684965,4064.050451,10000,"FALSE","TRUE","PH",2,0,123,"active",4,4,"Full",3248.083449,1.689603515,0.11687322,6078025,14387,"KW","consultant",126,"FALSE",2,3197.849167,0
354403,"paid",1,1,0,"en","Retail","Retail",325,325,0,325,0,"KES",4331.826655,4340.254711,4672.41272,10000,"FALSE","TRUE","KE",0,0,164,"active",5,3,"Full",3741.86809,0.530775729,0.181056664,2781250,7659,"AU","other",59,"FALSE",0,4145.93956,0
503843,"in_repayment",12,1,0,"es","Agriculture","Animal Sales",5250,5250,0,4292.69,0,"PEN",4722.312512,4737.169236,NaN,4752.312512,"FALSE","TRUE","PE",0,0,119,"active",50,3.5,"Full",3165.028148,0.357257971,0.016690613,7779500,10159,"US","writer",61,"FALSE",3,2893.090532,0
102743,"paid",1,1,0,"en","Agriculture","Pigs",125,125,0,125,0,"PHP",3395.277859,3395.318241,3576.037488,10000,"FALSE","TRUE","PH",1,0,126,"active",3,3,"Full",3247.415266,0,0,3061775,9303,"GB","retire",958,"FALSE",8,2905.179225,0
8172,"paid",1,1,0,"en","Retail","General Store",225,225,0,225,0,"USD",2657.006227,2657.278715,2915.429051,10000,"FALSE","TRUE","AF",1,0,34,"closed",6,0,"Full",2574.910868,0,6.830167882,1885250,2915,"US","consultant",93,"FALSE",0,2657.224352,0
39272,"paid",1,1,0,"en","Food","Fishing",1100,1100,0,1100,0,"USD",2992.680671,2993.647454,3392.801551,10000,"FALSE","TRUE","KH",1,0,106,"active",17,4.5,"Full",2966.902847,0.02545345,0.02080259,5103500,8536,"US","other",70,"FALSE",6,2901.751227,0
305011,"paid",1,1,0,"en","Food","Food Stall",225,225,0,225,0,"PHP",4175.125023,4176.919097,4366.42081,10000,"FALSE","TRUE","PH",0,0,136,"active",9,3,"Full",3427.597315,0,0,2553300,8909,"AU","other",620,"FALSE",0,3592.095046,1
451825,"in_repayment",1,0,0,"es","Agriculture","Agriculture",2100,2100,0,525,0,"CRC",4588.965313,4618.637778,NaN,4618.965313,"TRUE","TRUE","CR",0,0,127,"active",10,2.5,"Full",3328.055625,3.265324153,0,874700,817,"AU","other",63,"FALSE",1,3471.152234,1
88448,"paid",1,1,0,"en","Food","Catering",300,300,0,300,0,"GHS",3329.791794,3329.882095,3576.14088,10000,"FALSE","TRUE","GH",0,0,88,"active",12,NaN,"Basic",2867.586863,70.31581049,0,3895025,5623,NaN,"teach",17,"FALSE",0,3292.62441,0
429143,"in_repayment",1,1,0,"en","Services","Sewing",3000,3000,0,1093.64,0,"USD",4535.293796,4553.888113,NaN,4565.293796,"FALSE","TRUE","PS",0,0,80,"active",47,4,"Full",3456.805613,0.099205418,0.385642029,3855050,2215,"US","other",119,"FALSE",2,3107.087569,0
549177,"in_repayment",1,1,0,"en","Food","Food Production/Sales",250,250,0,19.18,0,"PHP",4856.875023,4856.897315,NaN,4886.875023,"FALSE","TRUE","PH",0,0,123,"active",10,4,"Full",3248.083449,1.689603515,0.11687322,6078025,14387,"GB","engineer",359,"FALSE",5,3363.454352,1
111381,"paid",1,0,0,"es","Construction","Construction",1200,1200,0,1200,0,"NIO",3439.291968,3460.092095,4152.415336,10000,"FALSE","TRUE","NI",0,0,98,"active",40,2.5,"Full",2907.322963,2.364710043,0.096129279,4258200,7087,"US","other",322,"FALSE",2,2522.286354,1
50587,"paid",1,1,0,"en","Services","Barber Shop",975,975,0,975,0,"AZN",3076.902882,3077.688368,3483.919826,10000,"FALSE","TRUE","AZ",1,0,30,"active",33,2.5,"Full",2534.75647,0,0.057006934,3653275,2349,NaN,NaN,NaN,"FALSE",NaN,NaN,0
454641,"in_repayment",6,0.666666667,0,"fr","Agriculture","Agriculture",4725,4725,0,0,0,"XOF",4591.118183,4591.668206,NaN,4621.118183,"FALSE","TRUE","TG",1,0,111,"active",50,3.5,"Full",2989.125081,2.217472569,0.052794946,3516900,4704,"SE","student",5,"FALSE",0,3475.424248,0
157882,"paid",1,0,0,"en","Clothing","Clothing Sales",350,350,0,350,0,"MNT",3621.139063,3621.302859,3971.696852,10000,"FALSE","TRUE","MN",2,0,116,"active",11,5,"Full",3296.277859,0.096938366,0.152454689,7185200,5400,"US","other",4,"FALSE",0,3050.054352,0
440116,"paid",1,0,0,"es","Arts","Musical Instruments",300,300,0,300,0,"USD",4556.75713,4556.923391,4702.480787,4586.75713,"FALSE","TRUE","PE",1,0,119,"active",12,3.5,"Full",3165.028148,0.357257971,0.016690613,7779500,10159,"US","other",57,"FALSE",0,3851.967141,2
79764,"paid",1,1,0,"en","Food","Food Market",425,425,0,425,0,"GHS",3273.270949,3273.519537,3484.013356,10000,"FALSE","TRUE","GH",0,0,88,"active",14,NaN,"Basic",2867.586863,70.31581049,0,3895025,5623,"IE","student",4,"FALSE",1,2984.5586,0
49982,"paid",1,1,0,"fr","Food","Food Production/Sales",375,375,0,375,0,"XOF",3067.042442,3067.111921,3483.712442,10000,"FALSE","TRUE","BJ",1,0,104,"active",8,3,"Full",2951.100752,0.744604514,0.274096193,2542875,4540,"US","analyst",6,"FALSE",0,2668.05213,0
279122,"paid",1,0,0,"en","Retail","Spare Parts",250,250,0,249.89,0.11,"KES",4081.576435,4084.799375,4397.41434,10000,"FALSE","TRUE","KE",1,0,142,"active",10,3.5,"Full",3487.187558,3.588005956,0.790076976,2884725,5925,"NL","account",30,"FALSE",0,3943.789248,0
428901,"in_repayment",1,1,0,"en","Food","Food Market",700,700,0,588,0,"SLL",4525.118079,4528.092917,NaN,4555.118079,"TRUE","TRUE","SL",0,0,148,"active",25,2,"Full",3560.764155,4.477077347,5.991034641,1667500,2057,"US","business",15,"FALSE",0,2642.751308,0
